id,imdb_id,popularity,title,cast,genres,tags
135397,tt0369610,32.985763,Jurassic World,"['chris pratt', 'bryce dallas howard', 'irrfan khan', ""vincent d'onofrio"", 'nick robinson']","['action', 'adventure', 'science fiction', 'thriller']","['action', 'adventure', 'science fiction', 'thriller', 'monster', 'dna', 'tyrannosaurus rex', 'velociraptor', 'island', 'chris pratt', 'bryce dallas howard', 'irrfan khan', ""vincent d'onofrio"", 'nick robinson']"
76341,tt1392190,28.419936,Mad Max: Fury Road,"['tom hardy', 'charlize theron', 'hugh keays-byrne', 'nicholas hoult', 'josh helman']","['action', 'adventure', 'science fiction', 'thriller']","['action', 'adventure', 'science fiction', 'thriller', 'future', 'chase', 'post-apocalyptic', 'dystopia', 'australia', 'tom hardy', 'charlize theron', 'hugh keays-byrne', 'nicholas hoult', 'josh helman']"
262500,tt2908446,13.112507,Insurgent,"['shailene woodley', 'theo james', 'kate winslet', 'ansel elgort', 'miles teller']","['adventure', 'science fiction', 'thriller']","['adventure', 'science fiction', 'thriller', 'based on novel', 'revolution', 'dystopia', 'sequel', 'dystopic future', 'shailene woodley', 'theo james', 'kate winslet', 'ansel elgort', 'miles teller']"
140607,tt2488496,11.173104,Star Wars: The Force Awakens,"['harrison ford', 'mark hamill', 'carrie fisher', 'adam driver', 'daisy ridley']","['action', 'adventure', 'science fiction', 'fantasy']","['action', 'adventure', 'science fiction', 'fantasy', 'android', 'spaceship', 'jedi', 'space opera', '3d', 'harrison ford', 'mark hamill', 'carrie fisher', 'adam driver', 'daisy ridley']"
168259,tt2820852,9.335014,Furious 7,"['vin diesel', 'paul walker', 'jason statham', 'michelle rodriguez', 'dwayne johnson']","['action', 'crime', 'thriller']","['action', 'crime', 'thriller', 'car race', 'speed', 'revenge', 'suspense', 'car', 'vin diesel', 'paul walker', 'jason statham', 'michelle rodriguez', 'dwayne johnson']"
281957,tt1663202,9.1107,The Revenant,"['leonardo dicaprio', 'tom hardy', 'will poulter', 'domhnall gleeson', 'paul anderson']","['western', 'drama', 'adventure', 'thriller']","['western', 'drama', 'adventure', 'thriller', 'father-son relationship', 'rape', 'based on novel', 'mountains', 'winter', 'leonardo dicaprio', 'tom hardy', 'will poulter', 'domhnall gleeson', 'paul anderson']"
87101,tt1340138,8.654359,Terminator Genisys,"['arnold schwarzenegger', 'jason clarke', 'emilia clarke', 'jai courtney', 'j.k. simmons']","['science fiction', 'action', 'thriller', 'adventure']","['science fiction', 'action', 'thriller', 'adventure', 'saving the world', 'artificial intelligence', 'cyborg', 'killer robot', 'future', 'arnold schwarzenegger', 'jason clarke', 'emilia clarke', 'jai courtney', 'j.k. simmons']"
286217,tt3659388,7.6674,The Martian,"['matt damon', 'jessica chastain', 'kristen wiig', 'jeff daniels', 'michael peã±a']","['drama', 'adventure', 'science fiction']","['drama', 'adventure', 'science fiction', 'based on novel', 'mars', 'nasa', 'isolation', 'botanist', 'matt damon', 'jessica chastain', 'kristen wiig', 'jeff daniels', 'michael peã±a']"
211672,tt2293640,7.404165,Minions,"['sandra bullock', 'jon hamm', 'michael keaton', 'allison janney', 'steve coogan']","['family', 'animation', 'adventure', 'comedy']","['family', 'animation', 'adventure', 'comedy', 'assistant', 'aftercreditsstinger', 'duringcreditsstinger', 'evil mastermind', 'minions', 'sandra bullock', 'jon hamm', 'michael keaton', 'allison janney', 'steve coogan']"
150540,tt2096673,6.326804,Inside Out,"['amy poehler', 'phyllis smith', 'richard kind', 'bill hader', 'lewis black']","['comedy', 'animation', 'family']","['comedy', 'animation', 'family', 'dream', 'cartoon', 'imaginary friend', 'animation', 'kid', 'amy poehler', 'phyllis smith', 'richard kind', 'bill hader', 'lewis black']"
206647,tt2379713,6.200282,Spectre,"['daniel craig', 'christoph waltz', 'lã©a seydoux', 'ralph fiennes', 'monica bellucci']","['action', 'adventure', 'crime']","['action', 'adventure', 'crime', 'spy', 'based on novel', 'secret agent', 'sequel', 'james bond', 'daniel craig', 'christoph waltz', 'lã©a seydoux', 'ralph fiennes', 'monica bellucci']"
76757,tt1617661,6.189369,Jupiter Ascending,"['mila kunis', 'channing tatum', 'sean bean', 'eddie redmayne', 'douglas booth']","['science fiction', 'fantasy', 'action', 'adventure']","['science fiction', 'fantasy', 'action', 'adventure', 'jupiter', 'space', 'woman director', '3d', 'interspecies romance', 'mila kunis', 'channing tatum', 'sean bean', 'eddie redmayne', 'douglas booth']"
264660,tt0470752,6.118847,Ex Machina,"['domhnall gleeson', 'alicia vikander', 'oscar isaac', 'sonoya mizuno', 'corey johnson']","['drama', 'science fiction']","['drama', 'science fiction', 'dancing', 'artificial intelligence', 'helicopter', 'distrust', 'isolation', 'domhnall gleeson', 'alicia vikander', 'oscar isaac', 'sonoya mizuno', 'corey johnson']"
257344,tt2120120,5.984995,Pixels,"['adam sandler', 'michelle monaghan', 'peter dinklage', 'josh gad', 'kevin james']","['action', 'comedy', 'science fiction']","['action', 'comedy', 'science fiction', 'video game', 'nerd', 'alien attack', '3d', 'pixels', 'adam sandler', 'michelle monaghan', 'peter dinklage', 'josh gad', 'kevin james']"
99861,tt2395427,5.944927,Avengers: Age of Ultron,"['robert downey jr.', 'chris hemsworth', 'mark ruffalo', 'chris evans', 'scarlett johansson']","['action', 'adventure', 'science fiction']","['action', 'adventure', 'science fiction', 'marvel comic', 'comic', 'sequel', 'superhero', 'vision', 'robert downey jr.', 'chris hemsworth', 'mark ruffalo', 'chris evans', 'scarlett johansson']"
273248,tt3460252,5.8984,The Hateful Eight,"['samuel l. jackson', 'kurt russell', 'jennifer jason leigh', 'walton goggins', 'demiã¡n bichir']","['crime', 'drama', 'mystery', 'western']","['crime', 'drama', 'mystery', 'western', 'bounty hunter', 'wyoming', 'mountains', 'hangman', 'voice over narration', 'samuel l. jackson', 'kurt russell', 'jennifer jason leigh', 'walton goggins', 'demiã¡n bichir']"
260346,tt2446042,5.749758,Taken 3,"['liam neeson', 'forest whitaker', 'maggie grace', 'famke janssen', 'dougray scott']","['crime', 'action', 'thriller']","['crime', 'action', 'thriller', 'revenge', 'murder', 'on the run', 'fugitive', 'framed', 'liam neeson', 'forest whitaker', 'maggie grace', 'famke janssen', 'dougray scott']"
102899,tt0478970,5.573184,Ant-Man,"['paul rudd', 'michael douglas', 'evangeline lilly', 'corey stoll', 'bobby cannavale']","['science fiction', 'action', 'adventure']","['science fiction', 'action', 'adventure', 'marvel comic', 'superhero', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe', 'paul rudd', 'michael douglas', 'evangeline lilly', 'corey stoll', 'bobby cannavale']"
150689,tt1661199,5.556818,Cinderella,"['lily james', 'cate blanchett', 'richard madden', 'helena bonham carter', 'holliday grainger']","['romance', 'fantasy', 'family', 'drama']","['romance', 'fantasy', 'family', 'drama', 'cinderella', 'magic', 'fairy tale', 'princess', 'shoe', 'lily james', 'cate blanchett', 'richard madden', 'helena bonham carter', 'holliday grainger']"
131634,tt1951266,5.476958,The Hunger Games: Mockingjay - Part 2,"['jennifer lawrence', 'josh hutcherson', 'liam hemsworth', 'woody harrelson', 'elizabeth banks']","['war', 'adventure', 'science fiction']","['war', 'adventure', 'science fiction', 'revolution', 'strong woman', 'dystopia', 'game of death', '3d', 'jennifer lawrence', 'josh hutcherson', 'liam hemsworth', 'woody harrelson', 'elizabeth banks']"
158852,tt1964418,5.462138,Tomorrowland,"['britt robertson', 'george clooney', 'raffey cassidy', 'thomas robinson', 'hugh laurie']","['action', 'family', 'science fiction', 'adventure', 'mystery']","['action', 'family', 'science fiction', 'adventure', 'mystery', 'inventor', 'apocalypse', 'destiny', 'imax', 'dreamer', 'britt robertson', 'george clooney', 'raffey cassidy', 'thomas robinson', 'hugh laurie']"
307081,tt1798684,5.337064,Southpaw,"['jake gyllenhaal', 'rachel mcadams', 'forest whitaker', 'oona laurence', '50 cent']","['action', 'drama']","['action', 'drama', 'sport', 'jake gyllenhaal', 'rachel mcadams', 'forest whitaker', 'oona laurence', '50 cent']"
254128,tt2126355,4.907832,San Andreas,"['dwayne johnson', 'alexandra daddario', 'carla gugino', 'ioan gruffudd', 'archie panjabi']","['action', 'drama', 'thriller']","['action', 'drama', 'thriller', 'california', 'earthquake', 'catastrophe', 'disaster film', '3d', 'dwayne johnson', 'alexandra daddario', 'carla gugino', 'ioan gruffudd', 'archie panjabi']"
216015,tt2322441,4.710402,Fifty Shades of Grey,"['dakota johnson', 'jamie dornan', 'jennifer ehle', 'eloise mumford', 'victor rasuk']","['drama', 'romance']","['drama', 'romance', 'based on novel', 'billionaire', 'bdsm', 'woman director', 'erotic movie', 'dakota johnson', 'jamie dornan', 'jennifer ehle', 'eloise mumford', 'victor rasuk']"
318846,tt1596363,4.648046,The Big Short,"['christian bale', 'steve carell', 'ryan gosling', 'brad pitt', 'melissa leo']","['comedy', 'drama']","['comedy', 'drama', 'bank', 'fraud', 'biography', 'wall street', 'finances', 'christian bale', 'steve carell', 'ryan gosling', 'brad pitt', 'melissa leo']"
177677,tt2381249,4.566713,Mission: Impossible - Rogue Nation,"['tom cruise', 'jeremy renner', 'simon pegg', 'rebecca ferguson', 'ving rhames']",['action'],"['action', 'spy', 'sequel', 'mission', 'tom cruise', 'jeremy renner', 'simon pegg', 'rebecca ferguson', 'ving rhames']"
214756,tt2637276,4.564549,Ted 2,"['mark wahlberg', 'seth macfarlane', 'amanda seyfried', 'jessica barth', 'giovanni ribisi']",['comedy'],"['comedy', 'sperm bank', 'sequel', 'buddy', 'courthouse', 'teddy bear', 'mark wahlberg', 'seth macfarlane', 'amanda seyfried', 'jessica barth', 'giovanni ribisi']"
207703,tt2802144,4.503789,Kingsman: The Secret Service,"['taron egerton', 'colin firth', 'samuel l. jackson', 'michael caine', 'mark strong']","['crime', 'comedy', 'action', 'adventure']","['crime', 'comedy', 'action', 'adventure', 'spy', 'great britain', 'secret organization', 'secret agent', 'marvel comic', 'taron egerton', 'colin firth', 'samuel l. jackson', 'michael caine', 'mark strong']"
314365,tt1895587,4.062293,Spotlight,"['mark ruffalo', 'michael keaton', 'rachel mcadams', 'liev schreiber', 'john slattery']","['drama', 'thriller', 'history']","['drama', 'thriller', 'history', 'child abuse', 'journalism', 'judge', 'florida', 'boston', 'mark ruffalo', 'michael keaton', 'rachel mcadams', 'liev schreiber', 'john slattery']"
294254,tt4046784,3.968891,Maze Runner: The Scorch Trials,"[""dylan o'brien"", 'kaya scodelario', 'thomas brodie-sangster', 'giancarlo esposito', 'aidan gillen']","['action', 'science fiction', 'thriller']","['action', 'science fiction', 'thriller', 'based on novel', 'resistance', 'maze', 'post-apocalyptic', 'dystopia', ""dylan o'brien"", 'kaya scodelario', 'thomas brodie-sangster', 'giancarlo esposito', 'aidan gillen']"
280996,tt3168230,3.927333,Mr. Holmes,"['ian mckellen', 'milo parker', 'laura linney', 'hattie morahan', 'patrick kennedy']","['mystery', 'drama']","['mystery', 'drama', 'london', 'detective', 'sherlock holmes', 'ian mckellen', 'milo parker', 'laura linney', 'hattie morahan', 'patrick kennedy']"
198184,tt1823672,3.899557,Chappie,"['sharlto copley', 'dev patel', 'ninja', 'yolandi visser', 'jose pablo cantillo']","['crime', 'action', 'science fiction']","['crime', 'action', 'science fiction', 'artificial intelligence', 'android', 'robot', 'near future', 'robot cop', 'sharlto copley', 'dev patel', 'ninja', 'yolandi visser', 'jose pablo cantillo']"
254470,tt2848292,3.877764,Pitch Perfect 2,"['anna kendrick', 'rebel wilson', 'hailee steinfeld', 'brittany snow', 'skylar astin']","['comedy', 'music']","['comedy', 'music', 'music', 'sequel', 'singer', 'male female relationship', 'audition', 'anna kendrick', 'rebel wilson', 'hailee steinfeld', 'brittany snow', 'skylar astin']"
296098,tt3682448,3.64821,Bridge of Spies,"['tom hanks', 'mark rylance', 'amy ryan', 'alan alda', 'sebastian koch']","['thriller', 'drama']","['thriller', 'drama', 'spy', 'cia', 'cold war', 'pilot', 'lawyer', 'tom hanks', 'mark rylance', 'amy ryan', 'alan alda', 'sebastian koch']"
257445,tt1051904,3.644541,Goosebumps,"['jack black', 'dylan minnette', 'odeya rush', 'amy ryan', 'jillian bell']","['adventure', 'horror', 'comedy']","['adventure', 'horror', 'comedy', 'based on novel', 'magic', 'fantasy', 'family', '3d', 'jack black', 'dylan minnette', 'odeya rush', 'amy ryan', 'jillian bell']"
264644,tt3170832,3.557846,Room,"['brie larson', 'jacob tremblay', 'joan allen', 'sean bridgers', 'william h. macy']","['drama', 'thriller']","['drama', 'thriller', 'based on novel', 'carpet', 'isolation', 'imprisonment', 'grandparents', 'brie larson', 'jacob tremblay', 'joan allen', 'sean bridgers', 'william h. macy']"
339527,tt1291570,3.358321,Solace,"['abbie cornish', 'jeffrey dean morgan', 'colin farrell', 'anthony hopkins', 'marley shelton']","['crime', 'drama', 'mystery']","['crime', 'drama', 'mystery', 'thriller', 'serial killer', 'psychic', 'fbi agent', 'intrigue', 'abbie cornish', 'jeffrey dean morgan', 'colin farrell', 'anthony hopkins', 'marley shelton']"
105864,tt1979388,3.339135,The Good Dinosaur,"['raymond ochoa', 'jack bright', 'jeffrey wright', 'frances mcdormand', 'maleah nipay-padilla']","['adventure', 'animation', 'comedy', 'family', 'fantasy']","['adventure', 'animation', 'comedy', 'family', 'fantasy', 'tyrannosaurus rex', 'friends', 'animation', 'alternate history', 'dinosaur', 'raymond ochoa', 'jack bright', 'jeffrey wright', 'frances mcdormand', 'maleah nipay-padilla']"
241554,tt2199571,3.23737,Run All Night,"['liam neeson', 'ed harris', 'joel kinnaman', 'boyd holbrook', 'bruce mcgill']","['action', 'crime', 'drama', 'mystery', 'thriller']","['action', 'crime', 'drama', 'mystery', 'thriller', 'hitman', 'revenge', 'murder', 'on the run', 'mobster', 'liam neeson', 'ed harris', 'joel kinnaman', 'boyd holbrook', 'bruce mcgill']"
167073,tt2381111,3.227329,Brooklyn,"['saoirse ronan', 'domhnall gleeson', 'emory cohen', 'emily bett rickards', ""eileen o'higgins""]","['drama', 'romance']","['drama', 'romance', 'love triangle', 'based on novel', 'homesickness', 'vororte', 'ship', 'saoirse ronan', 'domhnall gleeson', 'emory cohen', 'emily bett rickards', ""eileen o'higgins""]"
277216,tt1398426,3.202719,Straight Outta Compton,"[""o'shea jackson jr."", 'corey hawkins', 'jason mitchell', 'neil brown jr.', 'aldis hodge']","['drama', 'music']","['drama', 'music', 'brother brother relationship', 'aids', 'police brutality', 'hip-hop', 'wife husband relationship', ""o'shea jackson jr."", 'corey hawkins', 'jason mitchell', 'neil brown jr.', 'aldis hodge']"
274854,tt1618442,3.080505,The Last Witch Hunter,"['vin diesel', 'rose leslie', 'michael caine', 'elijah wood', 'ã“lafur darri ã“lafsson']","['fantasy', 'action', 'adventure']","['fantasy', 'action', 'adventure', 'new york', 'witch', 'uprising', 'witch hunter', 'vin diesel', 'rose leslie', 'michael caine', 'elijah wood', 'ã“lafur darri ã“lafsson']"
321697,tt2080374,3.079522,Steve Jobs,"['michael fassbender', 'kate winslet', 'seth rogen', 'katherine waterston', 'jeff daniels']","['history', 'drama']","['history', 'drama', 'biography', 'computer', 'based on true story', 'father daughter relationship', 'apple computer', 'michael fassbender', 'kate winslet', 'seth rogen', 'katherine waterston', 'jeff daniels']"
203801,tt1638355,3.053421,The Man from U.N.C.L.E.,"['henry cavill', 'armie hammer', 'alicia vikander', 'elizabeth debicki', 'luca calvani']","['comedy', 'action', 'adventure']","['comedy', 'action', 'adventure', 'spy', 'cold war', 'remake', 'based on tv series', 'buddy cop', 'henry cavill', 'armie hammer', 'alicia vikander', 'elizabeth debicki', 'luca calvani']"
293863,tt1655441,3.025852,The Age of Adaline,"['blake lively', 'michiel huisman', 'harrison ford', 'ellen burstyn', 'kathy baker']","['fantasy', 'drama', 'romance']","['fantasy', 'drama', 'romance', 'san francisco', 'immortality', 'love', 'forever', 'blake lively', 'michiel huisman', 'harrison ford', 'ellen burstyn', 'kathy baker']"
325348,tt3072482,3.023253,Hardcore Henry,"['sharlto copley', 'haley bennett', 'danila kozlovskiy', 'tim roth', 'andrei dementiev']","['action', 'adventure', 'science fiction']","['action', 'adventure', 'science fiction', 'female nudity', 'cyborg', 'nudity', 'murder', 'gore', 'sharlto copley', 'haley bennett', 'danila kozlovskiy', 'tim roth', 'andrei dementiev']"
228161,tt2224026,2.976436,Home,"['jim parsons', 'rihanna', 'steve martin', 'jennifer lopez', 'matt jones']","['fantasy', 'comedy', 'animation', 'science fiction', 'family']","['fantasy', 'comedy', 'animation', 'science fiction', 'family', 'friendship', 'spaceship', 'space', 'alien', 'alien invasion', 'jim parsons', 'rihanna', 'steve martin', 'jennifer lopez', 'matt jones']"
286565,tt3622592,2.968254,Paper Towns,"['nat wolff', 'cara delevingne', 'halston sage', 'justice smith', 'austin abrams']","['drama', 'mystery', 'romance']","['drama', 'mystery', 'romance', 'friendship', 'high school', 'teen', 'classmate', 'based on young adult book', 'nat wolff', 'cara delevingne', 'halston sage', 'justice smith', 'austin abrams']"
265208,tt2231253,2.93234,Wild Card,"['jason statham', 'michael angarano', 'milo ventimiglia', 'dominik garcã\xada-lorido', 'anne heche']","['thriller', 'crime', 'drama']","['thriller', 'crime', 'drama', 'gambling', 'bodyguard', 'remake', 'jason statham', 'michael angarano', 'milo ventimiglia', 'dominik garcã\xada-lorido', 'anne heche']"
254320,tt3464902,2.885126,The Lobster,"['colin farrell', 'rachel weisz', 'lã©a seydoux', 'john c. reilly', 'ben whishaw']","['thriller', 'comedy', 'drama', 'romance', 'science fiction']","['thriller', 'comedy', 'drama', 'romance', 'science fiction', 'dystopia', 'colin farrell', 'rachel weisz', 'lã©a seydoux', 'john c. reilly', 'ben whishaw']"
258480,tt2402927,2.883233,Carol,"['cate blanchett', 'rooney mara', 'kyle chandler', 'sarah paulson', 'jake lacy']","['romance', 'drama']","['romance', 'drama', 'gay', 'new york', 'female nudity', 'chicago', 'sex', 'cate blanchett', 'rooney mara', 'kyle chandler', 'sarah paulson', 'jake lacy']"
257211,tt2361509,2.814802,The Intern,"['robert de niro', 'anne hathaway', 'rene russo', 'anders holm', 'jojo kushner']",['comedy'],"['comedy', 'intern', 'woman director', 'robert de niro', 'anne hathaway', 'rene russo', 'anders holm', 'jojo kushner']"
253412,tt2719848,2.798017,Everest,"['jason clarke', 'jake gyllenhaal', 'josh brolin', 'john hawkes', 'sam worthington']","['adventure', 'drama']","['adventure', 'drama', 'mountains', 'snow storm', 'hiking', 'snow', 'death', 'jason clarke', 'jake gyllenhaal', 'josh brolin', 'john hawkes', 'sam worthington']"
274479,tt2446980,2.793297,Joy,"['jennifer lawrence', 'bradley cooper', 'robert de niro', 'dascha polanco', 'edgar ramã\xadrez']","['comedy', 'drama']","['comedy', 'drama', 'biography', 'jennifer lawrence', 'bradley cooper', 'robert de niro', 'dascha polanco', 'edgar ramã\xadrez']"
257088,tt2058673,2.614499,Point Break,"['edgar ramã\xadrez', 'luke bracey', 'teresa palmer', 'delroy lindo', 'ray winstone']","['action', 'crime', 'thriller']","['action', 'crime', 'thriller', 'undercover', 'undercover agent', 'extreme sports', 'fbi agent', '3d', 'edgar ramã\xadrez', 'luke bracey', 'teresa palmer', 'delroy lindo', 'ray winstone']"
295964,tt2503944,2.584264,Burnt,"['bradley cooper', 'sienna miller', 'lily james', 'alicia vikander', 'uma thurman']",['drama'],"['drama', 'london', 'cook', 'restaurant', 'diva', 'career', 'bradley cooper', 'sienna miller', 'lily james', 'alicia vikander', 'uma thurman']"
238615,tt2140379,2.578919,Self/less,"['ryan reynolds', 'ben kingsley', 'natalie martinez', 'matthew goode', 'michelle dockery']","['science fiction', 'mystery', 'thriller']","['science fiction', 'mystery', 'thriller', 'lie', 'immortality', 'terminal illness', 'laboratory', 'cancer', 'ryan reynolds', 'ben kingsley', 'natalie martinez', 'matthew goode', 'michelle dockery']"
210860,tt3045616,2.575711,Mortdecai,"['johnny depp', 'gwyneth paltrow', 'ewan mcgregor', 'paul bettany', 'olivia munn']","['comedy', 'adventure']","['comedy', 'adventure', 'based on novel', 'painting', 'debt', 'art dealer', 'stolen painting', 'johnny depp', 'gwyneth paltrow', 'ewan mcgregor', 'paul bettany', 'olivia munn']"
306819,tt0810819,2.557859,The Danish Girl,"['eddie redmayne', 'alicia vikander', 'matthias schoenaerts', 'amber heard', 'ben whishaw']",['drama'],"['drama', 'paris', 'denmark', 'copenhagen', 'artist', 'art', 'eddie redmayne', 'alicia vikander', 'matthias schoenaerts', 'amber heard', 'ben whishaw']"
201088,tt2717822,2.550747,Blackhat,"['chris hemsworth', 'leehom wang', 'tang wei', 'viola davis', 'holt mccallany']","['mystery', 'crime', 'action', 'thriller', 'drama']","['mystery', 'crime', 'action', 'thriller', 'drama', 'terrorist', 'technology', 'anti hero', 'hacker', 'computer virus', 'chris hemsworth', 'leehom wang', 'tang wei', 'viola davis', 'holt mccallany']"
273481,tt3397884,2.487849,Sicario,"['emily blunt', 'benicio del toro', 'josh brolin', 'victor garber', 'jon bernthal']","['action', 'crime', 'drama', 'mystery', 'thriller']","['action', 'crime', 'drama', 'mystery', 'thriller', 'mexico', 'cia', 'smoking', 'texas', 'fbi', 'emily blunt', 'benicio del toro', 'josh brolin', 'victor garber', 'jon bernthal']"
166424,tt1502712,2.487042,Fantastic Four,"['miles teller', 'kate mara', 'michael b. jordan', 'jamie bell', 'toby kebbell']","['action', 'adventure', 'science fiction']","['action', 'adventure', 'science fiction', 'teleportation', 'transformation', 'telekinesis', 'portal', 'marvel comic', 'miles teller', 'kate mara', 'michael b. jordan', 'jamie bell', 'toby kebbell']"
310131,tt4263482,2.46449,The Witch,"['anya taylor-joy', 'ralph ineson', 'kate dickie', 'harvey scrimshaw', 'ellie grainger']","['mystery', 'horror']","['mystery', 'horror', 'witch', 'new england', '17th century', 'anya taylor-joy', 'ralph ineson', 'kate dickie', 'harvey scrimshaw', 'ellie grainger']"
238713,tt3079380,2.404473,Spy,"['melissa mccarthy', 'jason statham', 'rose byrne', 'miranda hart', 'bobby cannavale']","['action', 'comedy', 'crime']","['action', 'comedy', 'crime', 'spy', 'cia', 'undercover', 'arms dealer', 'disaster', 'melissa mccarthy', 'jason statham', 'rose byrne', 'miranda hart', 'bobby cannavale']"
256591,tt2381941,2.395366,Focus,"['will smith', 'margot robbie', 'rodrigo santoro', 'robert taylor', 'gerald mcraney']","['romance', 'comedy', 'crime', 'drama']","['romance', 'comedy', 'crime', 'drama', 'seduction', 'con man', 'femme fatale', 'deception', 'con artist', 'will smith', 'margot robbie', 'rodrigo santoro', 'robert taylor', 'gerald mcraney']"
249070,tt2679042,2.354654,Hitman: Agent 47,"['rupert friend', 'zachary quinto', 'hannah ware', 'emilio rivera', 'rolf kanies']","['action', 'crime', 'thriller']","['action', 'crime', 'thriller', 'assassin', 'secret identity', 'intelligence', 'hitman', 'execution', 'rupert friend', 'zachary quinto', 'hannah ware', 'emilio rivera', 'rolf kanies']"
205775,tt1390411,2.345821,In the Heart of the Sea,"['chris hemsworth', 'benjamin walker', 'cillian murphy', 'brendan gleeson', 'ben whishaw']","['thriller', 'drama', 'adventure', 'action', 'history']","['thriller', 'drama', 'adventure', 'action', 'history', 'suicide', 'ocean', 'sea', 'hunger', 'shipwreck', 'chris hemsworth', 'benjamin walker', 'cillian murphy', 'brendan gleeson', 'ben whishaw']"
334074,tt3247714,2.331636,Survivor,"['pierce brosnan', 'milla jovovich', 'dylan mcdermott', 'angela bassett', 'robert forster']","['crime', 'thriller', 'action']","['crime', 'thriller', 'action', ""new year's eve"", 'fire', 'showdown', 'terrorist', 'embassy', 'pierce brosnan', 'milla jovovich', 'dylan mcdermott', 'angela bassett', 'robert forster']"
312221,tt3076658,2.331567,Creed,"['michael b. jordan', 'sylvester stallone', 'graham mctavish', 'tessa thompson', 'phylicia rashäd']",['drama'],"['drama', 'underdog', 'sport', 'spin off', 'underground fighting', 'motivational speaker', 'michael b. jordan', 'sylvester stallone', 'graham mctavish', 'tessa thompson', 'phylicia rashäd']"
271718,tt3152624,2.31767,Trainwreck,"['amy schumer', 'bill hader', 'brie larson', 'colin quinn', 'vanessa bayer']",['comedy'],"['comedy', 'alcohol', 'one-night stand', 'amy schumer', 'bill hader', 'brie larson', 'colin quinn', 'vanessa bayer']"
333352,tt2057392,2.29573,Eye in the Sky,"['helen mirren', 'aaron paul', 'alan rickman', 'iain glen', 'barkhad abdi']","['drama', 'thriller', 'war']","['drama', 'thriller', 'war', 'terrorist', 'drone', 'u.s. military', 'air force base', 'combat drone', 'helen mirren', 'aaron paul', 'alan rickman', 'iain glen', 'barkhad abdi']"
276907,tt3569230,2.28135,Legend,"['tom hardy', 'emily browning', 'christopher eccleston', 'david thewlis', 'taron egerton']","['crime', 'thriller']","['crime', 'thriller', 'biography', 'based on true story', 'gangster', 'twins', 'tom hardy', 'emily browning', 'christopher eccleston', 'david thewlis', 'taron egerton']"
284289,tt2911668,2.272044,Beyond the Reach,"['michael douglas', 'jeremy irvine', 'hanna mangan lawrence', 'ronny cox', 'martin palmer']",['thriller'],"['thriller', 'desert', 'hunting', 'michael douglas', 'jeremy irvine', 'hanna mangan lawrence', 'ronny cox', 'martin palmer']"
266647,tt3332064,2.234573,Pan,"['levi miller', 'garrett hedlund', 'hugh jackman', 'rooney mara', 'amanda seyfried']","['adventure', 'family', 'fantasy']","['adventure', 'family', 'fantasy', 'flying', 'magic', 'fairy tale', 'peter pan', 'mermaid', 'levi miller', 'garrett hedlund', 'hugh jackman', 'rooney mara', 'amanda seyfried']"
347096,tt3478232,2.165433,Mythica: The Darkspore,"['melanie stone', 'kevin sorbo', 'adam johnson', 'jake stormoen', 'rocky myers']","['action', 'adventure', 'fantasy']","['action', 'adventure', 'fantasy', 'sword', 'magic', 'sorcery', 'necromancer', 'woman director', 'melanie stone', 'kevin sorbo', 'adam johnson', 'jake stormoen', 'rocky myers']"
308369,tt2582496,2.141506,Me and Earl and the Dying Girl,"['thomas mann', 'rj cyler', 'olivia cooke', 'connie britton', 'nick offerman']","['comedy', 'drama']","['comedy', 'drama', 'tattoo', 'high school', 'leukemia', 'friends', 'parody', 'thomas mann', 'rj cyler', 'olivia cooke', 'connie britton', 'nick offerman']"
227973,tt2452042,2.140199,The Peanuts Movie,"['noah schnapp', 'bill melendez', 'venus schultheis', 'hadley belle miller', 'madisyn shipman']","['adventure', 'animation', 'comedy', 'family']","['adventure', 'animation', 'comedy', 'family', 'based on comic strip', 'family', '3d', 'charlie brown', 'snoopy', 'noah schnapp', 'bill melendez', 'venus schultheis', 'hadley belle miller', 'madisyn shipman']"
321741,tt3322364,2.121884,Concussion,"['will smith', 'bitsie tulloch', 'gugu mbatha-raw', 'alec baldwin', 'matthew willig']",['drama'],"['drama', 'american football', 'biography', 'professional sports', 'sports injury', 'nfl', 'will smith', 'bitsie tulloch', 'gugu mbatha-raw', 'alec baldwin', 'matthew willig']"
296100,tt3530002,2.096273,The Night Before,"['joseph gordon-levitt', 'seth rogen', 'anthony mackie', 'lizzy caplan', 'jillian bell']",['comedy'],"['comedy', 'male friendship', 'new york city', 'drug', 'christmas eve', 'childhood friend', 'joseph gordon-levitt', 'seth rogen', 'anthony mackie', 'lizzy caplan', 'jillian bell']"
263472,tt3605418,2.080935,Knock Knock,"['keanu reeves', 'lorenza izzo', 'ana de armas', 'aaron burns', 'colleen camp']","['drama', 'horror', 'thriller']","['drama', 'horror', 'thriller', 'female nudity', 'sex', 'disc jockey', 'infidelity', 'rain', 'keanu reeves', 'lorenza izzo', 'ana de armas', 'aaron burns', 'colleen camp']"
